conceito_atual,conceito_ctc,conceito_rec,q2_q5,itens_q2_q5,itens_q3_q4,docentes_ano_2001_2003,docentes_ano_2004_2006,docentes_ano_2001_2006,Teses_2001_2003,Diss_2001_2003,Teses_2004_2006,Diss_2004_2006,Teses_2001_2006,Diss_2001_2006,di_te_2001_2003,di_te_2004_2006,di_te_2001_2006,egressos_mestrado_97_01,egr_m_tit_dou_97_01,n_esp_dout_97_01,escore_1,egressos_dout_97_03,egressos_doc_ppg_97_03,n_esp_doc_ppg_97_03,Escore_2,doc_ies_dif,perc_doc_dif_doc_ppg,bolsistas_prod,docentes,perc_bols_doc,Escore_3,sigla_IES,id_instituicao
3,4.0,,5.0,4.91,5.0,0,81,81,0,0,0,41,0.0,41.0,,,,,,,,,,,,,0.0,8.0,23.0,34.7826087,58.96519825,,
3,3.0,4.0,4.3,4.385,4.5,31,53,84,0,36,0,37,0.0,73.0,,,,15.0,0.0,1.7,,,,,,,0.0,1.0,12.0,8.333333333,24.41557438,,
3,3.0,4.0,4.5,4.37,4.35,26,36,62,0,32,0,46,0.0,78.0,,,,11.0,0.0,1.937,,,,,,,0.0,0.0,12.0,0.0,,,
3,3.0,4.0,4.4,4.31,4.275,36,44,80,0,19,0,44,0.0,63.0,,,,,,,,,,,,,0.0,1.0,12.0,8.333333333,24.41557438,,
3,3.0,3.0,3.6,3.8,3.7,0,41,41,0,0,0,10,0.0,10.0,,,,,,,,,,,,,0.0,0.0,11.0,0.0,,,
3,3.0,,3.9,4.09,4.15,0,10,10,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,3.0,4.2,4.25,4.075,0,39,39,0,0,0,8,0.0,8.0,,,,,,,,,,,,,0.0,1.0,11.0,9.090909091,25.81953032,,
3,3.0,,3.6,4.04,4.05,0,31,31,0,0,0,14,0.0,14.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,,4.3,4.145,4.0,14,52,66,0,0,0,32,0.0,32.0,,,,,,,,,,,,,0.0,0.0,16.0,0.0,,,
3,3.0,3.0,3.6,3.935,3.875,0,52,52,0,0,0,12,0.0,12.0,,,,,,,,,,,,,0.0,1.0,16.0,6.25,20.16345946,,
3,3.0,3.0,3.8,3.545,3.775,0,24,24,0,0,0,10,0.0,10.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.6,3.62,3.625,0,49,49,0,0,0,2,0.0,2.0,,,,,,,,,,,,,0.0,0.0,19.0,0.0,,,
3,3.0,,3.5,3.625,3.525,30,43,73,0,36,0,64,0.0,100.0,,,,39.0,2.0,7.069,23.44482001,,,,,,0.0,0.0,17.0,0.0,,,
3,3.0,,3.2,3.105,2.925,0,14,14,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.2,3.165,2.5,0,17,17,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.1,3.14,2.375,0,14,14,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.0,2.943636364,2.347727273,0,35,35,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,3.0,13.0,23.07692308,48.90263347,,
3,3.0,,2.0,2.305,1.725,0,11,11,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,2.0,2.050454545,1.409090909,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
7,7.0,,5.0,4.685,4.65,138,144,282,26,109,53,113,79.0,222.0,4.192307692,2.132075472,2.810126582,96.0,20.0,17.895,54.22540648,54.0,23.0,16.491,69.49819073,13.0,56.52173913,22.0,48.0,45.83333333,71.36100454,,
6,6.0,,5.0,4.91,4.85,53,67,120,43,66,46,50,89.0,116.0,1.534883721,1.086956522,1.303370787,66.0,15.0,13.966,53.00519717,88.0,24.0,26.232,48.54539611,22.0,91.66666667,7.0,17.0,41.17647059,76.17836373,,
6,6.0,,5.0,4.82,4.7,41,63,104,17,23,32,30,49.0,53.0,1.352941176,0.9375,1.081632653,54.0,18.0,14.266,58.09834698,54.0,23.0,17.607,65.94730097,17.0,73.91304348,4.0,17.0,23.52941177,54.49897751,,
6,5.0,6.0,4.7,4.535,4.425,83,125,208,42,46,82,71,124.0,117.0,1.095238095,0.865853659,0.943548387,106.0,38.0,25.987,63.13617054,99.0,54.0,32.041,80.44139393,46.0,85.18518519,22.0,37.0,59.45945946,90.61816776,,
7,7.0,,5.0,4.97,5.0,81,110,191,48,62,37,68,85.0,130.0,1.291666667,1.837837838,1.529411765,87.0,26.0,21.614,56.54584274,106.0,41.0,34.589,60.88818438,32.0,78.04878049,12.0,29.0,41.37931035,73.10953281,,
6,5.0,5.0,5.0,4.9,5.0,59,74,133,60,111,57,125,117.0,236.0,1.85,2.192982456,2.017094017,173.0,42.0,39.928,52.37590098,126.0,58.0,41.434,69.70021145,49.0,84.48275862,10.0,24.0,41.66666667,75.5908875,,
6,5.0,5.0,4.7,4.46,4.275,55,85,140,20,44,32,48,52.0,92.0,2.2,1.5,1.769230769,64.0,17.0,14.684,55.32676217,46.0,22.0,14.582,73.91543224,21.0,95.45454546,12.0,22.0,54.54545455,86.31333042,,
5,6.0,,5.0,4.955,4.925,38,48,86,16,39,14,35,30.0,74.0,2.4375,2.5,2.466666667,43.0,4.0,10.89,27.7901405,26.0,10.0,7.468,67.27632559,9.0,90.0,5.0,15.0,33.33333333,63.23847244,,
5,5.0,5.0,5.0,4.925,4.875,99,166,265,27,107,63,135,90.0,242.0,3.962962963,2.142857143,2.688888889,162.0,26.0,34.502,43.14482862,67.0,29.0,20.269,70.91406885,17.0,58.62068966,10.0,43.0,23.25581395,53.86162857,,
5,5.0,6.0,5.0,4.91,4.85,49,81,130,39,58,43,72,82.0,130.0,1.487179487,1.674418605,1.585365854,95.0,15.0,20.298,42.64996774,71.0,13.0,22.359,30.43614584,8.0,61.53846154,13.0,21.0,61.90476191,93.89907204,,
5,5.0,,5.0,4.91,4.85,29,52,81,7,28,17,33,24.0,61.0,4.0,1.941176471,2.541666667,26.0,4.0,5.483,42.32645128,15.0,5.0,5.253,50.32928572,4.0,80.0,3.0,13.0,23.07692308,58.32977399,,
5,5.0,,5.0,4.91,4.85,64,90,154,20,56,35,83,55.0,139.0,2.8,2.371428571,2.527272727,104.0,27.0,24.379,53.94429269,23.0,4.0,5.196,41.1602811,2.0,50.0,10.0,26.0,38.46153846,66.58275792,,
5,5.0,5.0,5.0,4.865,4.85,49,68,117,24,51,35,53,59.0,104.0,2.125,1.514285714,1.762711864,95.0,27.0,22.702,56.18145612,43.0,20.0,12.173,78.90876628,17.0,85.0,8.0,19.0,42.10526316,78.31383608,,
5,5.0,,4.9,4.66,4.8,47,73,120,19,59,21,67,40.0,126.0,3.105263158,3.19047619,3.15,66.0,10.0,15.462,39.40128682,33.0,20.0,10.024,91.11206097,11.0,55.0,4.0,16.0,25.0,53.5259353,,
5,5.0,5.0,5.0,4.765,4.775,88,130,218,26,53,40,104,66.0,157.0,2.038461538,2.6,2.378787879,72.0,12.0,18.102,39.98653025,68.0,23.0,22.467,53.70570545,12.0,52.17391304,8.0,37.0,21.62162162,55.50148009,,
5,5.0,,4.9,4.75,4.775,74,98,172,35,76,63,108,98.0,184.0,2.171428571,1.714285714,1.87755102,109.0,28.0,28.441,50.41858628,84.0,18.0,28.353,33.63484054,18.0,100.0,9.0,28.0,32.14285714,62.89013178,,
5,5.0,,5.0,4.835,4.725,50,74,124,13,50,16,62,29.0,112.0,3.846153846,3.875,3.862068966,86.0,16.0,20.05,44.62279883,34.0,19.0,9.701,89.89542544,15.0,78.94736842,7.0,22.0,31.81818182,58.9732753,,
5,5.0,,4.7,4.825,4.725,125,191,316,10,109,33,140,43.0,249.0,10.9,4.242424242,5.790697674,99.0,16.0,22.462,41.73243981,25.0,6.0,7.964,40.28142854,3.0,50.0,10.0,51.0,19.60784314,43.50501087,,
5,5.0,5.0,4.7,4.795,4.675,96,155,251,35,105,44,129,79.0,234.0,3.0,2.931818182,2.962025316,122.0,15.0,24.873,37.78195287,47.0,23.0,11.917,88.93994983,11.0,47.82608696,10.0,47.0,21.27659575,46.15201964,,
5,5.0,,4.9,4.705,4.675,58,78,136,19,74,29,67,48.0,141.0,3.894736842,2.310344828,2.9375,66.0,17.0,13.842,57.2161387,35.0,7.0,9.769,38.27575489,2.0,28.57142857,0.0,22.0,0.0,,,
5,5.0,,4.7,4.645,4.675,36,56,92,0,33,2,58,2.0,91.0,,29.0,45.5,39.0,3.0,10.519,23.56976257,,,,,,0.0,0.0,11.0,0.0,,,
5,5.0,5.0,5.0,4.76,4.6,40,86,126,6,24,27,32,33.0,56.0,4.0,1.185185185,1.696969697,48.0,12.0,10.75,54.18793705,50.0,16.0,15.978,52.66917993,6.0,37.5,5.0,23.0,21.73913044,56.20921893,,
5,5.0,,4.7,4.7,4.6,40,54,94,8,55,17,59,25.0,114.0,6.875,3.470588235,4.56,73.0,17.0,17.706,49.69451319,10.0,0.0,1.946,,0.0,0.0,3.0,17.0,17.64705882,43.50501087,,
5,5.0,,5.0,4.61,4.575,49,60,109,36,97,44,103,80.0,200.0,2.694444444,2.340909091,2.5,88.0,12.0,22.048,35.50671578,65.0,26.0,20.684,63.91519808,20.0,76.92307692,10.0,21.0,47.61904762,80.97981807,,
5,5.0,,4.7,4.655,4.475,51,64,115,14,29,22,46,36.0,75.0,2.071428571,2.090909091,2.083333333,31.0,10.0,7.051,62.06115718,33.0,9.0,10.506,45.65584683,6.0,66.66666667,12.0,16.0,75.0,93.18717678,,
5,5.0,,4.7,4.67,4.45,77,138,215,35,60,35,87,70.0,147.0,1.714285714,2.485714286,2.1,89.0,23.0,19.051,56.66225612,50.0,17.0,12.108,69.8663155,4.0,23.52941177,7.0,38.0,18.42105263,49.67335682,,
5,5.0,,4.7,4.525,4.275,26,47,73,5,18,17,23,22.0,41.0,3.6,1.352941176,1.863636364,28.0,13.0,7.076,71.70271127,18.0,8.0,5.443,72.42642778,5.0,62.5,3.0,15.0,20.0,57.03185441,,
5,5.0,,4.7,4.39,4.2,130,164,294,23,99,67,130,90.0,229.0,4.304347826,1.940298507,2.544444444,132.0,28.0,32.299,46.83570084,44.0,11.0,11.565,50.29620611,11.0,100.0,16.0,45.0,35.55555556,63.40020386,,
5,5.0,,4.7,4.49,4.15,31,47,78,3,14,13,15,16.0,29.0,4.666666667,1.153846154,1.8125,25.0,7.0,6.87,51.42650817,16.0,6.0,5.854,53.76180616,2.0,33.33333333,2.0,12.0,16.66666667,47.58221259,,
5,5.0,,4.4,4.28,4.025,37,43,80,8,71,21,82,29.0,153.0,8.875,3.904761905,5.275862069,84.0,15.0,18.782,44.64352379,13.0,1.0,3.596,,1.0,100.0,1.0,14.0,7.142857143,31.80635813,,
4,5.0,,5.0,4.76,4.85,68,91,159,18,95,40,79,58.0,174.0,5.277777778,1.975,3.0,90.0,10.0,21.156,32.5633997,34.0,20.0,10.035,91.03977477,16.0,80.0,7.0,23.0,30.43478261,60.74717228,,
4,5.0,,5.0,4.865,4.775,62,71,133,16,44,25,18,41.0,62.0,2.75,0.72,1.512195122,43.0,11.0,8.627,58.44501697,25.0,8.0,7.517,55.55720173,7.0,87.5,5.0,15.0,33.33333333,65.61141336,,
5,4.0,5.0,4.3,4.39,4.45,44,76,120,23,53,27,32,50.0,85.0,2.304347826,1.185185185,1.7,57.0,15.0,12.839,55.61454966,57.0,17.0,17.424,51.46218871,10.0,58.82352941,2.0,21.0,9.523809524,27.54940153,,
4,4.0,,4.5,4.61,4.775,30,49,79,0,84,0,85,0.0,169.0,,,,43.0,4.0,7.56,34.90012001,,,,,,0.0,2.0,13.0,15.38461539,53.09532771,,
4,4.0,4.0,4.3,4.275,4.6,21,31,52,0,39,0,44,0.0,83.0,,,,20.0,1.0,3.09,,,,,,,0.0,2.0,9.0,22.22222222,53.40194826,,
4,4.0,4.0,4.3,4.425,4.575,47,78,125,2,31,22,54,24.0,85.0,15.5,2.454545455,3.541666667,52.0,8.0,13.708,37.04161245,6.0,3.0,1.686,,0.0,0.0,1.0,27.0,3.703703704,14.94530775,,
4,4.0,4.0,4.3,4.38,4.575,52,90,142,10,27,14,44,24.0,71.0,2.7,3.142857143,2.958333333,48.0,9.0,10.622,46.21533164,31.0,15.0,9.834,74.54489161,9.0,60.0,3.0,23.0,13.04347826,44.1302029,,
4,4.0,,4.3,4.5,4.55,52,80,132,10,30,12,47,22.0,77.0,3.0,3.916666667,3.5,37.0,4.0,8.677,32.06207911,29.0,14.0,9.994,69.74059656,6.0,42.85714286,6.0,20.0,30.0,66.53025106,,
4,4.0,,4.3,4.465,4.55,37,62,99,0,36,0,53,0.0,89.0,,,,11.0,0.0,1.177,,,,,,,0.0,6.0,18.0,33.33333333,62.00847014,,
4,4.0,,4.4,4.51,4.525,34,51,85,0,31,0,100,0.0,131.0,,,,38.0,4.0,7.964,33.80491228,,,,,,0.0,0.0,14.0,0.0,,,
4,4.0,,4.3,4.505,4.475,21,33,54,0,37,0,46,0.0,83.0,,,,43.0,7.0,10.527,40.06012265,,,,,,0.0,1.0,8.0,12.5,43.58724752,,
4,4.0,,4.0,4.36,4.45,14,41,55,0,9,0,23,0.0,32.0,,,,31.0,5.0,8.91,36.17277693,,,,,,0.0,0.0,11.0,0.0,,,
4,4.0,4.0,4.3,4.315,4.35,40,49,89,0,16,1,56,1.0,72.0,,56.0,72.0,,,,,,,,,,0.0,3.0,16.0,18.75,42.88297194,,
4,4.0,4.0,4.4,4.42,4.3,21,54,75,2,10,14,16,16.0,26.0,5.0,1.142857143,1.625,31.0,8.0,7.998,50.88200074,30.0,17.0,9.341,85.18734201,9.0,52.94117647,2.0,12.0,16.66666667,51.63017874,,
4,4.0,,4.1,4.2,4.175,69,89,158,22,55,48,48,70.0,103.0,2.5,1.0,1.471428571,95.0,35.0,23.559,63.69998703,96.0,30.0,30.689,51.55113042,23.0,76.66666667,2.0,24.0,8.333333333,27.65269688,,
4,4.0,,4.3,4.065,4.175,38,49,87,0,25,0,53,0.0,78.0,,,,30.0,1.0,6.344,15.5408508,,,,,,0.0,0.0,16.0,0.0,,,
4,4.0,,4.1,4.33,4.125,40,53,93,0,48,1,46,1.0,94.0,,46.0,94.0,56.0,6.0,14.219,30.34108315,,,,,,0.0,4.0,15.0,26.66666667,49.24577557,,
4,4.0,4.0,4.0,4.02,4.025,29,59,88,0,26,12,80,12.0,106.0,,6.666666667,8.833333333,55.0,4.0,13.405,24.28566533,,,,,,0.0,3.0,18.0,16.66666667,44.65962545,,
4,4.0,4.0,4.3,4.2,3.95,33,37,70,0,36,1,49,1.0,85.0,,49.0,85.0,64.0,4.0,15.542,22.00364741,,,,,,0.0,0.0,9.0,0.0,,,
4,4.0,,4.3,4.225,3.925,58,101,159,3,44,17,91,20.0,135.0,14.66666667,5.352941176,6.75,72.0,8.0,17.707,31.66349731,3.0,1.0,0.642,,1.0,100.0,3.0,29.0,10.34482759,30.62129463,,
4,4.0,,4.3,4.13,3.85,0,23,23,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
4,4.0,4.0,4.0,3.845,3.85,12,60,72,6,5,7,12,13.0,17.0,0.833333333,1.714285714,1.307692308,35.0,9.0,7.459,56.64386338,35.0,13.0,10.244,64.41460836,9.0,69.23076923,2.0,13.0,15.38461539,36.43269121,,
4,4.0,,4.2,4.01,3.825,42,61,103,0,56,3,55,3.0,111.0,,18.33333333,37.0,50.0,4.0,10.512,28.42303546,,,,,,0.0,1.0,17.0,5.882352941,20.41237224,,
4,4.0,,4.1,3.985,3.825,14,42,56,4,3,9,18,13.0,21.0,0.75,2.0,1.615384615,26.0,5.0,6.855,42.3218877,10.0,3.0,2.568,,0.0,0.0,1.0,10.0,10.0,38.5370358,,
4,4.0,,3.8,3.97,3.75,53,85,138,0,60,2,80,2.0,140.0,,40.0,70.0,56.0,1.0,12.481,8.862440885,,,,,,0.0,1.0,25.0,4.0,18.83411929,,
4,4.0,,4.0,3.815,3.75,61,89,150,15,34,24,27,39.0,61.0,2.266666667,1.125,1.564102564,44.0,8.0,11.12,41.97866695,34.0,14.0,9.924,70.12955961,1.0,7.142857143,1.0,25.0,4.0,18.83411929,,
4,4.0,,4.0,3.73,3.675,16,27,43,5,8,3,14,8.0,22.0,1.6,4.666666667,2.75,9.0,2.0,2.142,,14.0,7.0,4.907,,1.0,14.28571429,0.0,8.0,0.0,,,
3,4.0,,4.0,4.23,4.475,14,34,48,0,10,0,19,0.0,29.0,,,,,,,,,,,,,0.0,1.0,9.0,11.11111111,38.11223237,,
3,4.0,,4.3,4.4,4.45,21,38,59,0,0,0,35,0.0,35.0,,,,,,,,,,,,,0.0,1.0,12.0,8.333333333,29.74732084,,
3,4.0,4.0,4.3,4.375,4.45,0,45,45,0,0,0,17,0.0,17.0,,,,,,,,,,,,,0.0,3.0,14.0,21.42857143,43.78629019,,
3,4.0,,4.0,4.255,4.425,23,35,58,0,17,0,32,0.0,49.0,,,,6.0,0.0,0.737,,,,,,,0.0,0.0,9.0,0.0,,,
3,4.0,,4.4,4.4,4.275,23,62,85,0,25,0,59,0.0,84.0,,,,19.0,1.0,4.064,,,,,,,0.0,0.0,21.0,0.0,,,
3,4.0,,4.1,4.09,4.2,8,36,44,0,0,0,30,0.0,30.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,4.0,,4.0,4.045,4.1,10,13,23,0,0,0,5,0.0,5.0,,,,,,,,,,,,,0.0,1.0,4.0,25.0,47.58221259,,
3,3.0,,3.6,3.65,3.95,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.666666667,3.783333333,3.9,0,15,15,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,4.0,,4.1,4.055,3.775,17,26,43,0,6,0,8,0.0,14.0,,,,7.0,0.0,1.443,,,,,,,0.0,0.0,7.0,0.0,,,
3,4.0,,3.8,3.845,3.525,12,29,41,0,5,2,5,2.0,10.0,,2.5,5.0,1.0,0.0,0.107,,,,,,,0.0,1.0,6.0,16.66666667,38.11223237,,
4,2.0,,3.4,3.67,3.675,79,114,193,8,95,31,84,39.0,179.0,11.875,2.709677419,4.58974359,104.0,15.0,22.502,40.11939427,20.0,12.0,6.411,86.96857416,7.0,58.33333333,1.0,34.0,2.941176471,16.8704582,,
3,3.0,,3.3,3.76,3.95,0,25,25,0,0,0,42,0.0,42.0,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,3.3,3.525,3.75,13,68,81,0,0,0,51,0.0,51.0,,,,,,,,,,,,,0.0,0.0,20.0,0.0,,,
3,3.0,3.0,3.4,3.7,3.725,12,64,76,0,0,0,56,0.0,56.0,,,,,,,,,,,,,0.0,0.0,18.0,0.0,,,
3,3.0,,3.3,3.52,3.625,0,43,43,0,0,0,17,0.0,17.0,,,,,,,,,,,,,0.0,0.0,12.0,0.0,,,
3,3.0,3.0,3.3,3.5,3.525,0,52,52,0,0,0,22,0.0,22.0,,,,,,,,,,,,,0.0,1.0,17.0,5.882352941,20.41237224,,
3,3.0,,3.5,3.63,3.5,35,45,80,0,17,0,66,0.0,83.0,,,,8.0,1.0,0.856,,,,,,,0.0,0.0,13.0,0.0,,,
3,3.0,,3.4,3.445,3.5,10,34,44,0,0,0,36,0.0,36.0,,,,,,,,,,,,,0.0,0.0,13.0,0.0,,,
3,3.0,,3.3,3.67,3.475,7,25,32,0,4,0,76,0.0,80.0,,,,,,,,,,,,,0.0,1.0,7.0,14.28571429,34.93029674,,
3,3.0,3.0,3.1,3.485,3.475,30,48,78,0,30,0,46,0.0,76.0,,,,47.0,1.0,11.231,9.761151217,,,,,,0.0,1.0,12.0,8.333333333,25.40638574,,
3,3.0,,3.5,3.535,3.45,29,51,80,0,13,0,31,0.0,44.0,,,,,,,,,,,,,0.0,0.0,14.0,0.0,,,
3,3.0,,3.3,3.63,3.425,25,45,70,0,0,0,39,0.0,39.0,,,,,,,,,,,,,0.0,1.0,14.0,7.142857143,23.09411703,,
3,3.0,,3.4,3.725,3.4,26,71,97,0,25,0,88,0.0,113.0,,,,30.0,3.0,6.785,31.24071688,,,,,,0.0,0.0,21.0,0.0,,,
3,3.0,,3.3,3.235,3.35,0,20,20,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.3,3.4875,3.3375,0,9,9,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.2,3.3375,3.2875,0,21,21,0,0,0,1,0.0,1.0,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,3.3,3.435,3.275,6,27,33,0,0,0,19,0.0,19.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,,3.3,3.315,3.225,0,41,41,0,0,0,35,0.0,35.0,,,,,,,,,,,,,0.0,0.0,11.0,0.0,,,
3,3.0,,3.4,3.521818182,3.086363636,0,19,19,0,0,0,2,0.0,2.0,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,3.4,3.145,3.075,14,29,43,0,1,0,62,0.0,63.0,,,,,,,,,,,,,0.0,0.0,8.0,0.0,,,
3,3.0,,3.3,3.205,2.95,0,31,31,0,0,0,8,0.0,8.0,,,,,,,,,,,,,0.0,0.0,9.0,0.0,,,
3,3.0,,2.9,2.915,2.875,0,9,9,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.3,3.1,2.825,0,10,10,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,3.0,2.95,2.6,0,12,12,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,2.666666667,2.616666667,2.35,0,13,13,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,2.4,2.6075,2.1875,0,14,14,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,3.0,,2.571428571,2.335714286,1.7,0,10,10,0,0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,
3,2.0,2.0,2.1,2.205,2.05,21,40,61,0,23,0,47,0.0,70.0,,,,15.0,1.0,2.08,,,,,,,0.0,0.0,15.0,0.0,,,
7,7.0,,5.0,5.0,5.0,53,54,107,34,18,45,11,79.0,29.0,0.529411765,0.244444444,0.367088608,38.0,20.0,9.365,77.91076939,123.0,34.0,43.37,41.90846172,32.0,94.11764706,8.0,13.0,61.53846154,71.38136589,,
7,6.0,7.0,5.0,5.0,5.0,79,106,185,39,31,45,50,84.0,81.0,0.794871795,1.111111111,0.964285714,76.0,49.0,20.843,82.12372327,82.0,19.0,25.945,39.14031429,17.0,89.47368421,23.0,27.0,85.18518519,84.04249675,,
6,7.0,,5.0,5.0,5.0,76,75,151,32,39,35,33,67.0,72.0,1.21875,0.942857143,1.074626866,59.0,34.0,14.492,82.03219721,89.0,29.0,30.96,49.60187585,28.0,96.55172414,14.0,20.0,70.0,75.30936667,,
6,7.0,,5.0,5.0,5.0,105,133,238,52,39,69,29,121.0,68.0,0.75,0.420289855,0.561983471,50.0,27.0,12.202,79.44367138,107.0,22.0,33.045,35.42368286,20.0,90.90909091,32.0,39.0,82.05128205,83.31588238,,
6,7.0,,5.0,4.91,4.85,51,66,117,26,42,34,45,60.0,87.0,1.615384615,1.323529412,1.45,74.0,34.0,18.565,71.57738891,30.0,6.0,7.541,42.52284192,5.0,83.33333333,14.0,19.0,73.68421053,77.24938249,,
6,6.0,,5.0,5.0,5.0,38,53,91,23,28,25,30,48.0,58.0,1.217391304,1.2,1.208333333,39.0,22.0,8.825,84.79761563,53.0,9.0,16.397,28.41567347,9.0,100.0,12.0,14.0,85.71428571,88.03108879,,
6,6.0,,5.0,5.0,5.0,18,35,53,7,32,16,37,23.0,69.0,4.571428571,2.3125,3.0,68.0,22.0,15.883,61.24174815,14.0,4.0,3.395,,0.0,0.0,5.0,10.0,50.0,56.04784926,,
6,6.0,,5.0,4.955,4.925,52,67,119,30,32,39,45,69.0,77.0,1.066666667,1.153846154,1.115942029,52.0,24.0,12.925,72.12678259,71.0,24.0,23.92,52.76090516,20.0,83.33333333,16.0,20.0,80.0,77.75445514,,
6,6.0,,5.0,4.835,4.775,33,40,73,13,15,15,24,28.0,39.0,1.153846154,1.6,1.392857143,27.0,10.0,5.98,68.05311833,36.0,15.0,11.876,64.16638986,13.0,86.66666667,9.0,13.0,69.23076923,76.84228733,,
5,6.0,,5.0,5.0,5.0,52,64,116,19,35,23,30,42.0,65.0,1.842105263,1.304347826,1.547619048,58.0,31.0,14.026,79.39301789,60.0,15.0,17.661,45.28571023,11.0,73.33333333,11.0,20.0,55.0,60.9075238,,
5,5.0,5.0,5.0,5.0,5.0,39,47,86,21,32,27,38,48.0,70.0,1.523809524,1.407407407,1.458333333,52.0,26.0,12.766,75.90332695,43.0,16.0,13.32,61.56554083,11.0,68.75,10.0,13.0,76.92307692,78.53940453,,
5,6.0,,5.0,5.0,5.0,33,51,84,32,30,34,21,66.0,51.0,0.9375,0.617647059,0.772727273,42.0,24.0,10.958,78.99794943,83.0,27.0,28.612,49.93725757,25.0,92.59259259,7.0,13.0,53.84615385,71.38136589,,
4,5.0,,5.0,4.955,4.925,50,54,104,15,31,21,23,36.0,54.0,2.066666667,1.095238095,1.5,44.0,17.0,10.251,67.73829501,44.0,6.0,14.262,19.80427215,5.0,83.33333333,5.0,14.0,35.71428571,49.34916339,,
4,5.0,,5.0,4.895,4.825,25,33,58,1,7,11,6,12.0,13.0,7.0,0.545454545,1.083333333,16.0,9.0,4.17,,1.0,0.0,0.165,,0.0,0.0,6.0,10.0,60.0,67.17361917,,
6,5.0,5.0,5.0,4.88,4.95,117,136,253,47,75,50,72,97.0,147.0,1.595744681,1.44,1.515463918,118.0,52.0,30.454,68.84768591,105.0,23.0,34.502,35.47338671,21.0,91.30434783,28.0,32.0,87.5,83.31588238,,
6,5.0,5.0,5.0,4.91,4.85,55,56,111,31,31,41,40,72.0,71.0,1.0,0.975609756,0.986111111,61.0,21.0,14.488,62.82549065,72.0,13.0,22.87,29.63647129,11.0,84.61538462,10.0,18.0,55.55555556,67.3243463,,
6,5.0,5.0,5.0,4.895,4.825,30,33,63,17,19,19,27,36.0,46.0,1.117647059,1.421052632,1.277777778,24.0,12.0,5.867,76.08131177,42.0,10.0,14.322,37.25877913,9.0,90.0,8.0,11.0,72.72727273,82.10410965,,
5,5.0,,5.0,5.0,5.0,71,95,166,32,36,24,60,56.0,96.0,1.125,2.5,1.714285714,80.0,29.0,20.587,61.82499744,66.0,14.0,20.492,36.41452618,12.0,85.71428571,17.0,24.0,70.83333333,77.96824367,,
5,5.0,,5.0,4.97,5.0,33,39,72,17,29,20,41,37.0,70.0,1.705882353,2.05,1.891891892,53.0,31.0,13.198,82.08418814,34.0,13.0,10.294,64.15891609,6.0,46.15384615,7.0,10.0,70.0,77.01456966,,
5,5.0,,4.7,4.76,5.0,47,60,107,29,34,28,23,57.0,57.0,1.172413793,0.821428571,1.0,35.0,25.0,8.152,94.89490751,49.0,11.0,14.452,40.6970994,9.0,81.81818182,9.0,14.0,64.28571429,66.78393496,,
5,5.0,,5.0,4.82,4.85,84,91,175,6,69,39,75,45.0,144.0,11.5,1.923076923,3.2,73.0,32.0,15.746,75.81299024,6.0,0.0,0.99,,0.0,0.0,11.0,24.0,45.83333333,52.7664514,,
